TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
7.5E-02,-1.767982927E-04,-0.532080461,8.809288904E-06,-2.317005465E-02,2.293454971E-06,-5.5557022E-02,-2.018360445E-06,0.107840688,1.551982192E-06,-7.425754721E-02,-3.264167927E-07,-5.113611972E-03,-8.707280506E-07,0.113359946,3.0,0.0,50000.0,0.0
7.6E-02,-1.790042613E-04,-0.705209811,8.625329182E-06,-3.404837923E-02,2.347252813E-06,-8.44641536E-02,-1.968650205E-06,0.107454132,1.669909682E-06,-9.793156739E-02,-6.771197487E-07,3.221307153E-02,-8.397347684E-07,0.127163488,3.04,0.0,50000.0,0.0
7.7E-02,-1.815037068E-04,0.11823935,8.487102869E-06,0.125514213,2.293734201E-06,-0.130168576,-1.822920377E-06,8.458488026E-02,1.683778646E-06,-0.110185772,-9.761042483E-07,7.122387106E-02,-6.852021397E-07,0.119915463,3.08,0.0,50000.0,0.0
7.8E-02,-1.835054795E-04,0.877124327,8.510990607E-06,0.198716988,2.093593038E-06,-0.163077017,-1.588997985E-06,9.179966503E-02,1.59164964E-06,-0.101810399,-1.187807186E-06,0.103339394,-4.231958811E-07,9.503197952E-02,3.12,0.0,50000.0,0.0
7.9E-02,-1.847547331E-04,0.627921042,8.675385468E-06,8.229891349E-02,1.746928432E-06,-0.129971024,-1.256102782E-06,0.106146353,1.404912395E-06,-8.740600395E-02,-1.287566895E-06,0.120547293,-8.41468008E-08,5.905375922E-02,3.16,0.0,50000.0,0.0
8.E-02,-1.857788925E-04,-0.177725972,8.879795741E-06,-2.27049856E-03,1.317993775E-06,-3.456948639E-02,-8.383378605E-07,6.359410429E-02,1.135151797E-06,-7.86406352E-02,-1.268466888E-06,0.117172424,2.934510096E-07,1.804373222E-02,3.2,0.0,50000.0,0.0
8.1E-02,-1.873113273E-04,-0.838835006,9.120251768E-06,7.436037828E-02,8.865657532E-07,2.958393078E-02,-3.967440886E-07,-1.59364888E-02,7.946427887E-07,-6.285642317E-02,-1.144163379E-06,9.32348105E-02,6.679771812E-07,-2.418701024E-02,3.24,0.0,50000.0,0.0
8.2E-02,-1.893995526E-04,-0.272766235,9.47022215E-06,0.144670084,4.665168772E-07,-6.824302283E-03,1.546834595E-08,-4.282740509E-02,4.0769647E-07,-3.001838738E-02,-9.4379424E-07,5.889647917E-02,9.974676012E-07,-6.58845058E-02,3.2800000000000002,0.0,50000.0,0.0
8.3E-02,-1.914636586E-04,0.321023868,9.927056766E-06,6.906027759E-02,4.006364266E-09,-7.809941825E-02,4.041074306E-07,-4.319718516E-03,6.388457539E-09,1.295223211E-03,-6.987430717E-07,3.046740334E-02,1.241122775E-06,-0.105786018,3.3200000000000003,0.0,50000.0,0.0
8.4E-02,-1.931867372E-04,0.361025899,1.040302681E-05,-3.079068157E-02,-5.276100552E-07,-6.01141665E-02,7.96856607E-07,1.254085341E-02,-3.875638525E-07,1.341643791E-02,-4.300940218E-07,1.67281697E-02,1.36148628E-06,-0.14079741,3.3600000000000003,0.0,50000.0,0.0
8.5E-02,-1.947619603E-04,-6.529822678E-02,1.087330635E-05,1.940718915E-02,-1.062450785E-06,5.366491043E-02,1.179838789E-06,-3.207425313E-02,-7.638729776E-07,2.186977153E-02,-1.472759735E-07,1.160980026E-02,1.329398249E-06,-0.164105863,3.4000000000000004,0.0,50000.0,0.0
8.6E-02,-1.96654462E-04,-0.569273407,1.142069954E-05,0.134820954,-1.50243094E-06,0.13605764,1.510255113E-06,-7.305813046E-02,-1.106314744E-06,4.586471819E-02,1.436261882E-07,4.558500591E-03,1.132072726E-06,-0.166369445,3.4399999999999995,0.0,50000.0,0.0
